4.000000000000000000e+09,5.039788724502358708e-01,-1.686995911609365351e+00
4.263158016000000000e+09,5.220262874894933125e-01,-2.510331812892878212e+00
4.526316032000000000e+09,5.594769813468214448e-01,2.795176657757236338e+00
4.789473792000000000e+09,5.744962163735136684e-01,1.777553123018062120e+00
5.052631552000000000e+09,5.495369305262572945e-01,7.519202429691193013e-01
5.315789312000000000e+09,5.038011283834417098e-01,-2.292110054279097586e-01
5.578947584000000000e+09,4.550921835705339924e-01,-1.178269636064271264e+00
5.842105344000000000e+09,4.123769408980763607e-01,-2.061381544250755038e+00
6.105263104000000000e+09,3.968789318492155216e-01,-2.927396380509422968e+00
6.368420864000000000e+09,3.863835501058361932e-01,2.410503650643246232e+00
6.631579136000000000e+09,3.500578536533470175e-01,1.664380763198663349e+00
6.894736896000000000e+09,3.817702476253452826e-01,7.520273466038438492e-01
7.157894656000000000e+09,3.935584254491069633e-01,-2.084998392471512918e-01
7.421052416000000000e+09,3.796052952274596715e-01,-1.183434210513612417e+00
7.684210688000000000e+09,3.481019245681310492e-01,-2.120785407418297464e+00
7.947368448000000000e+09,3.250279779187872364e-01,-3.008676324927049617e+00
8.210526208000000000e+09,3.087501522967397438e-01,2.390111920936373924e+00
8.473683968000000000e+09,2.993010870443825189e-01,1.505198360324915718e+00
8.736841728000000000e+09,2.892415802771204913e-01,6.227578890205445195e-01
8.999999488000000000e+09,2.849113112180237106e-01,-2.733269755635078235e-01
