1.000000000000000000e+09,6.669219558450387719e-01,2.354621634084558046e+00
1.019000000000000000e+09,6.525621882197792933e-01,2.285628333818816582e+00
1.038000000000000000e+09,6.379147651088439286e-01,2.218117846927549319e+00
1.057000000000000000e+09,6.233089036850911757e-01,2.152657540315778828e+00
1.076000000000000000e+09,6.096903809753320136e-01,2.088701979056177827e+00
1.095000064000000000e+09,5.964333587517147706e-01,2.025466060925106060e+00
1.114000000000000000e+09,5.836078733254402851e-01,1.963231337521087916e+00
1.132999936000000000e+09,5.710991845984325632e-01,1.901829473192018671e+00
1.152000000000000000e+09,5.587500697500977775e-01,1.840841191264590337e+00
1.171000064000000000e+09,5.466675450788111013e-01,1.781398911474271873e+00
1.190000000000000000e+09,5.348789518819755395e-01,1.722087459675500032e+00
1.208999936000000000e+09,5.223363453028799785e-01,1.664996360467571712e+00
1.228000000000000000e+09,5.110408784619310252e-01,1.611407196829221400e+00
1.247000064000000000e+09,5.011979483785148348e-01,1.558020442636662395e+00
1.266000000000000000e+09,4.918175460761557982e-01,1.503337162861570375e+00
1.284999936000000000e+09,4.818107911842408608e-01,1.448171425244036747e+00
1.304000000000000000e+09,4.714234896888928050e-01,1.394428209028617083e+00
1.323000064000000000e+09,4.594130253909103900e-01,1.341270703061467451e+00
1.342000000000000000e+09,4.458591179758414347e-01,1.294851747865417124e+00
1.360999936000000000e+09,4.294940210928215873e-01,1.256263528828126752e+00
1.380000000000000000e+09,4.125174118463240669e-01,1.255033678133639530e+00
1.399000064000000000e+09,4.257578544189549730e-01,1.283895223623791715e+00
1.418000000000000000e+09,4.582327398626224180e-01,1.229645814714018126e+00
1.436999936000000000e+09,4.687409865590339564e-01,1.144601823074773428e+00
1.456000000000000000e+09,4.713509495663319449e-01,1.068505753768810074e+00
1.475000064000000000e+09,4.717036781483510133e-01,9.932849353935611081e-01
1.494000000000000000e+09,4.668766559801688643e-01,9.213120270449821625e-01
1.512999936000000000e+09,4.614773630857427200e-01,8.588418720036473664e-01
1.532000000000000000e+09,4.573664229232310974e-01,7.982473381430853498e-01
1.551000064000000000e+09,4.525627031240325171e-01,7.388706024206121992e-01
1.570000000000000000e+09,4.486410737941564086e-01,6.837063839176282798e-01
1.588999936000000000e+09,4.456601728149254260e-01,6.286666025877624131e-01
1.608000000000000000e+09,4.431568706144571879e-01,5.733857706136157306e-01
1.627000064000000000e+09,4.410360527892658311e-01,5.187671049123092626e-01
1.646000000000000000e+09,4.399103619996814207e-01,4.633504854365919634e-01
1.664999936000000000e+09,4.383154095502827530e-01,4.066147693863212953e-01
1.684000000000000000e+09,4.369212206415533650e-01,3.513036634759703625e-01
1.703000064000000000e+09,4.359487910415744683e-01,2.952087705015105090e-01
1.722000000000000000e+09,4.347206666703577471e-01,2.379019793654770509e-01
1.740999936000000000e+09,4.334490946373649178e-01,1.819856897370051019e-01
1.760000000000000000e+09,4.326570505654610543e-01,1.256847390521416974e-01
1.779000064000000000e+09,4.318213362899499530e-01,6.940228496868094954e-02
1.798000000000000000e+09,4.316489573195143037e-01,1.408458795246203890e-02
1.816999936000000000e+09,4.320821497832180169e-01,-4.276433326895294484e-02
