1.000000000000000000e+10,1.768881302728558258e-01,-2.309026578483218017e+00
1.020000051200000000e+10,1.605475999545648291e-01,-2.923396793632210056e+00
1.040000000000000000e+10,1.514761104650950985e-01,2.739186783819337556e+00
1.059999948800000000e+10,1.440011602407366975e-01,2.113578839586409241e+00
1.080000000000000000e+10,1.364044279928091075e-01,1.497583428875062905e+00
1.100000051200000000e+10,1.292823283111529664e-01,9.024534925092931870e-01
1.120000000000000000e+10,1.292592113320534253e-01,3.066031161160907570e-01
1.139999948800000000e+10,1.294546924909618368e-01,-3.212803199705467905e-01
1.160000000000000000e+10,1.295572844691366132e-01,-9.653676620309236123e-01
1.180000051200000000e+10,1.281718758916449985e-01,-1.622862095190839238e+00
1.200000000000000000e+10,1.249654564863777878e-01,-2.286409813928724777e+00
